2018/9/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/21,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/24,0,0,0,0.33,0.67,0,0,0,0,0,0,0.33,0,0,0,0.67,0.33,0.33,0,0,0,0,0,0,0,0,0,0
2018/9/25,0,0,0,0.67,0.33,0,0,0,0,0,0,0.67,0,0,0,0.33,0.67,0.67,0,0,0,0,0,0,0,0,0,0
2018/9/26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2018/9/27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.33,0,0,0.33,0,0,0,0,0.67,0.33,0
2018/9/29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.67,0,0,0.67,0,0,0,0,1.33,0.67,0
2018/9/30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,1,0
2018/10/1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.67,0,0,0.67,0,0,0,0,1.33,0.67,0
2018/10/2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.33,0,0,0.33,0,0,0,0,0.67,0.33,0
2018/10/3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
